city,property_type,price_tnd,surface_m2,sustainability_score,combined_risk
Le Kef,House,190000.0,350.0,59.4,2.07
Le Kef,House,460000.0,400.0,59.4,2.07
Le Kef,House,208000.0,509.0,59.4,2.07
Le Kef,House,80000.0,120.0,59.4,2.07
Le Kef,House,132000.0,1000.0,59.4,2.07
Mahdia,Unknown,20000.0,21.0,76.2,3.61
Mahdia,Apartment,1800000.0,113.0,76.2,3.61
Mahdia,House,238000.0,238.0,76.2,3.61
Mahdia,Apartment,145000.0,62.0,76.2,3.61
Mahdia,House,155000.0,110.0,76.2,3.61
Mahdia,House,600000.0,587.0,76.2,3.61
Mahdia,House,580000.0,480.0,76.2,3.61
Mahdia,Apartment,275000.0,143.0,76.2,3.61
Mahdia,Apartment,115000.0,64.0,76.2,3.61
Mahdia,House,170000.0,144.0,76.2,3.61
Mahdia,Land,88800.0,1.0,76.2,3.61
Mahdia,Apartment,130000.0,63.0,76.2,3.61
Mahdia,Apartment,250000.0,107.0,76.2,3.61
Mahdia,House,193000.0,126.0,76.2,3.61
Mahdia,Land,415000.0,1.0,76.2,3.61
Mahdia,Land,112800.0,1.0,76.2,3.61
Mahdia,Apartment,95000.0,55.0,76.2,3.61
Mahdia,Apartment,390000.0,168.0,76.2,3.61
Mahdia,Apartment,186000.0,81.0,76.2,3.61
Mahdia,Apartment,152000.0,57.0,76.2,3.61
Mahdia,Land,890000.0,1.0,76.2,3.61
Mahdia,Apartment,98000.0,70.0,76.2,3.61
Mahdia,Apartment,330000.0,205.0,76.2,3.61
Mahdia,Apartment,185000.0,170.0,76.2,3.61
Mahdia,Apartment,249000.0,136.0,76.2,3.61
Mahdia,Land,580500.0,1.0,76.2,3.61
Mahdia,House,800000.0,500.0,76.2,3.61
Mahdia,Land,76000.0,1.0,76.2,3.61
Mahdia,Apartment,120000.0,53.0,76.2,3.61
Mahdia,Apartment,75000.0,115.0,76.2,3.61
Mahdia,Apartment,95000.0,53.0,76.2,3.61
Mahdia,House,2500000.0,1000.0,76.2,3.61
Mahdia,House,57000.0,185.0,76.2,3.61
Mahdia,House,110000.0,600.0,76.2,3.61
Mahdia,House,630000.0,250.0,76.2,3.61
Mahdia,Apartment,122000.0,135.0,76.2,3.61
Mahdia,House,350000.0,803.0,76.2,3.61
Mahdia,Apartment,125000.0,53.0,76.2,3.61
Mahdia,House,270000.0,300.0,76.2,3.61
Mahdia,Land,33825.0,1.0,76.2,3.61
Mahdia,House,250000.0,313.0,76.2,3.61
Mahdia,House,350000.0,270.0,76.2,3.61
Mahdia,Apartment,230000.0,197.0,76.2,3.61
Mahdia,Apartment,71000.0,71.0,76.2,3.61
Mahdia,Land,498000.0,1.0,76.2,3.61
Mahdia,Apartment,160000.0,74.0,76.2,3.61
Mahdia,House,530000.0,404.0,76.2,3.61
Mahdia,Apartment,234000.0,104.0,76.2,3.61
Mahdia,Apartment,180000.0,125.0,76.2,3.61
Mahdia,Apartment,265000.0,124.0,76.2,3.61
Mahdia,Apartment,110000.0,105.0,76.2,3.61
Mahdia,House,100000.0,400.0,76.2,3.61
Mahdia,Apartment,280000.0,150.0,76.2,3.61
Mahdia,House,120000.0,246.0,76.2,3.61
Mahdia,House,185000.0,160.0,76.2,3.61
Mahdia,Apartment,196650.0,90.0,76.2,3.61
Mahdia,House,820000.0,500.0,76.2,3.61
Mahdia,Apartment,1500000.0,110.0,76.2,3.61
Mahdia,Apartment,96000.0,70.0,76.2,3.61
Mahdia,Apartment,180000.0,75.0,76.2,3.61
Mahdia,Apartment,210000.0,97.0,76.2,3.61
Mahdia,Land,325000.0,1.0,76.2,3.61
Mahdia,House,255000.0,170.0,76.2,3.61
Mahdia,House,630000.0,650.0,76.2,3.61
Mahdia,House,110000.0,170.0,76.2,3.61
Mahdia,House,120000.0,310.0,76.2,3.61
Mahdia,Apartment,175000.0,140.0,76.2,3.61
Mahdia,House,95000.0,112.0,76.2,3.61
Mahdia,House,110000.0,190.0,76.2,3.61
Mahdia,House,250000.0,230.0,76.2,3.61
Mahdia,House,570000.0,583.0,76.2,3.61
Mahdia,House,225000.0,220.0,76.2,3.61
Mahdia,House,100000.0,105.0,76.2,3.61
Mahdia,House,1900000.0,350.0,76.2,3.61
Mahdia,House,240000.0,207.0,76.2,3.61
Mahdia,Apartment,250000.0,109.0,76.2,3.61
Mahdia,House,205000.0,350.0,76.2,3.61
Mahdia,Unknown,20000.0,25.0,76.2,3.61
Mahdia,House,85000.0,140.0,76.2,3.61
Mahdia,House,490000.0,379.0,76.2,3.61
Mahdia,Apartment,130000.0,58.0,76.2,3.61
Mahdia,Apartment,170000.0,90.0,76.2,3.61
Médenine,House,111000.0,160.0,69.5,4.56
Médenine,House,285000.0,120.0,69.5,4.56
Médenine,House,300000.0,148.0,69.5,4.56
Médenine,House,220000.0,200.0,69.5,4.56
Médenine,House,558000.0,500.0,69.5,4.56
Médenine,House,400000.0,800.0,69.5,4.56
Médenine,House,150000.0,133.0,69.5,4.56
Médenine,Apartment,520000.0,204.0,69.5,4.56
Médenine,House,275000.0,350.0,69.5,4.56
Médenine,House,275000.0,140.0,69.5,4.56
Médenine,House,295000.0,180.0,69.5,4.56
Médenine,House,290000.0,190.0,69.5,4.56
Médenine,House,260000.0,160.0,69.5,4.56
Médenine,House,190000.0,1000.0,69.5,4.56
Médenine,House,300000.0,270.0,69.5,4.56
Médenine,House,450000.0,220.0,69.5,4.56
Médenine,House,95000.0,288.0,69.5,4.56
Médenine,House,111111.0,450.0,69.5,4.56
Médenine,House,150000.0,1000.0,69.5,4.56
Médenine,House,330000.0,220.0,69.5,4.56
Médenine,House,280000.0,350.0,69.5,4.56
Médenine,House,210000.0,155.0,69.5,4.56
Médenine,House,840000.0,840.0,69.5,4.56
Médenine,House,120000.0,140.0,69.5,4.56
Médenine,House,270000.0,170.0,69.5,4.56
Médenine,House,85000.0,200.0,69.5,4.56
Médenine,House,625000.0,400.0,69.5,4.56
Médenine,House,850000.0,857.0,69.5,4.56
Médenine,House,145000.0,130.0,69.5,4.56
Médenine,House,120000.0,155.0,69.5,4.56
Médenine,House,500000.0,628.0,69.5,4.56
Médenine,House,279990.0,184.0,69.5,4.56
Médenine,Land,25800.0,1.0,69.5,4.56
Médenine,House,385000.0,250.0,69.5,4.56
Médenine,House,190000.0,315.0,69.5,4.56
Médenine,House,220000.0,105.0,69.5,4.56
Médenine,House,35000.0,400.0,69.5,4.56
Médenine,House,650000.0,502.0,69.5,4.56
Monastir,Land,64000.0,1.0,77.4,3.79
Monastir,House,100000.0,354.0,77.4,3.79
Monastir,House,2000000.0,400.0,77.4,3.79
Monastir,Apartment,195000.0,114.0,77.4,3.79
Monastir,Land,185900.0,1.0,77.4,3.79
Monastir,House,550000.0,416.0,77.4,3.79
Monastir,House,110000.0,280.0,77.4,3.79
Monastir,Apartment,105000.0,84.0,77.4,3.79
Monastir,Apartment,58000.0,70.0,77.4,3.79
Monastir,Apartment,130000.0,81.0,77.4,3.79
Monastir,House,600000.0,312.0,77.4,3.79
Monastir,Land,37600.0,1.0,77.4,3.79
Monastir,Apartment,80000.0,76.0,77.4,3.79
Monastir,Land,288000.0,1.0,77.4,3.79
Monastir,Land,313600.0,1.0,77.4,3.79
Monastir,Apartment,240000.0,104.0,77.4,3.79
Monastir,Land,83000.0,1.0,77.4,3.79
Monastir,House,750000.0,600.0,77.4,3.79
Monastir,House,290000.0,241.0,77.4,3.79
Monastir,Land,43000.0,1.0,77.4,3.79
Monastir,House,150000.0,355.0,77.4,3.79
Monastir,House,580000.0,314.0,77.4,3.79
Monastir,Apartment,150000.0,84.0,77.4,3.79
Monastir,Apartment,268000.0,140.0,77.4,3.79
Monastir,Apartment,207000.0,114.0,77.4,3.79
Monastir,House,495000.0,228.0,77.4,3.79
Monastir,Land,617000.0,1.0,77.4,3.79
Monastir,Land,626600.0,1.0,77.4,3.79
Monastir,House,835000.0,458.0,77.4,3.79
Monastir,Apartment,95000.0,82.0,77.4,3.79
Monastir,Apartment,115000.0,95.0,77.4,3.79
Monastir,Apartment,74000.0,37.0,77.4,3.79
Monastir,Apartment,185000.0,135.0,77.4,3.79
Monastir,Unknown,400000.0,820.0,77.4,3.79
Monastir,House,1100000.0,700.0,77.4,3.79
Monastir,House,250000.0,270.0,77.4,3.79
Monastir,Apartment,370000.0,375.0,77.4,3.79
Monastir,House,350000.0,108.0,77.4,3.79
Monastir,House,700000.0,250.0,77.4,3.79
Monastir,House,250000.0,190.0,77.4,3.79
Monastir,Apartment,119500.0,87.0,77.4,3.79
Monastir,Apartment,210000.0,74.0,77.4,3.79
Monastir,House,119000.0,137.0,77.4,3.79
Monastir,House,180000.0,155.0,77.4,3.79
Monastir,Apartment,198000.0,108.0,77.4,3.79
Monastir,Unknown,260000.0,280.0,77.4,3.79
Monastir,Land,156000.0,1.0,77.4,3.79
Monastir,Land,496000.0,1.0,77.4,3.79
Monastir,Land,184000.0,1.0,77.4,3.79
Monastir,House,830000.0,490.0,77.4,3.79
Monastir,Land,159000.0,1.0,77.4,3.79
Monastir,House,150000.0,365.0,77.4,3.79
Monastir,Land,58000.0,1.0,77.4,3.79
Monastir,Apartment,119000.0,90.0,77.4,3.79
Monastir,Land,572000.0,1.0,77.4,3.79
Monastir,Land,459000.0,1.0,77.4,3.79
Monastir,Land,192000.0,1.0,77.4,3.79
Monastir,Apartment,250000.0,160.0,77.4,3.79
Monastir,Unknown,77000.0,300.0,77.4,3.79
Monastir,Land,3491600.0,1.0,77.4,3.79
Monastir,Land,272000.0,1.0,77.4,3.79
Monastir,Apartment,129000.0,85.0,77.4,3.79
Monastir,House,17440.0,218.0,77.4,3.79
Monastir,Land,77740.0,1.0,77.4,3.79
Monastir,House,240000.0,95.0,77.4,3.79
Monastir,Apartment,85000.0,75.0,77.4,3.79
Monastir,House,900000.0,100.0,77.4,3.79
Monastir,Apartment,85000.0,55.0,77.4,3.79
Monastir,House,150000.0,138.0,77.4,3.79
Monastir,Apartment,75000.0,34.0,77.4,3.79
Monastir,House,233000.0,320.0,77.4,3.79
Monastir,Apartment,88000.0,67.0,77.4,3.79
Monastir,Apartment,220000.0,115.0,77.4,3.79
Monastir,Unknown,100000.0,22.0,77.4,3.79
Monastir,House,320000.0,210.0,77.4,3.79
Monastir,Apartment,120000.0,84.0,77.4,3.79
Monastir,Apartment,75000.0,74.0,77.4,3.79
Monastir,House,170000.0,207.0,77.4,3.79
Monastir,Unknown,55000.0,20.0,77.4,3.79
Monastir,House,600000.0,300.0,77.4,3.79
Monastir,Apartment,107000.0,75.0,77.4,3.79
Monastir,House,600000.0,271.0,77.4,3.79
Monastir,House,700000.0,800.0,77.4,3.79
Monastir,House,240000.0,110.0,77.4,3.79
Monastir,Apartment,139000.0,60.0,77.4,3.79
Monastir,Land,285000.0,1.0,77.4,3.79
Monastir,Land,33700.0,1.0,77.4,3.79
Monastir,House,1150000.0,800.0,77.4,3.79
Monastir,Apartment,1500000.0,120.0,77.4,3.79
Monastir,House,72000.0,180.0,77.4,3.79
Monastir,House,330000.0,290.0,77.4,3.79
Monastir,House,500000.0,366.0,77.4,3.79
Monastir,Apartment,115000.0,70.0,77.4,3.79
Monastir,House,190000.0,300.0,77.4,3.79
Monastir,Land,493000.0,1.0,77.4,3.79
Monastir,Apartment,195000.0,83.0,77.4,3.79
Monastir,Apartment,180000.0,90.0,77.4,3.79
Monastir,Apartment,50000.0,450.0,77.4,3.79
Monastir,Land,60400.0,1.0,77.4,3.79
Monastir,House,42000.0,150.0,77.4,3.79
Monastir,House,278000.0,279.0,77.4,3.79
Monastir,House,240000.0,212.0,77.4,3.79
Monastir,House,650000.0,400.0,77.4,3.79
Monastir,House,100000.0,80.0,77.4,3.79
Monastir,Unknown,660000.0,440.0,77.4,3.79
Monastir,House,680000.0,300.0,77.4,3.79
Monastir,Apartment,105000.0,57.0,77.4,3.79
Sidi Bouzid,House,100000.0,125.0,73.6,4.52
Sidi Bouzid,House,210000.0,313.0,73.6,4.52
Sidi Bouzid,House,500000.0,320.0,73.6,4.52
Sidi Bouzid,House,450000.0,600.0,73.6,4.52
Sidi Bouzid,Land,242000.0,1.0,73.6,4.52
Sidi Bouzid,House,68000.0,272.0,73.6,4.52
Sidi Bouzid,Land,68000.0,1.0,73.6,4.52
Sidi Bouzid,House,260000.0,313.0,73.6,4.52
Sidi Bouzid,Land,166000.0,1.0,73.6,4.52
Sidi Bouzid,Land,78000.0,1.0,73.6,4.52
Sidi Bouzid,House,80000.0,210.0,73.6,4.52
Siliana,Land,640000.0,1.0,72.3,1.22
Siliana,House,280000.0,250.0,72.3,1.22
Siliana,House,55000.0,220.0,72.3,1.22
Siliana,Land,487500.0,1.0,72.3,1.22
Siliana,House,175000.0,260.0,72.3,1.22
Siliana,Land,164000.0,1.0,72.3,1.22
Siliana,House,165000.0,135.0,72.3,1.22
Siliana,Land,2750000.0,1.0,72.3,1.22
Siliana,House,278000.0,478.0,72.3,1.22
Siliana,House,300000.0,500.0,72.3,1.22
Siliana,Unknown,350000.0,1000.0,72.3,1.22
Sousse,House,235000.0,230.0,78.1,3.15
Sousse,Apartment,285000.0,113.0,78.1,3.15
Sousse,Unknown,650000.0,700.0,78.1,3.15
Sousse,Apartment,105000.0,64.0,78.1,3.15
Sousse,Land,1234000.0,1.0,78.1,3.15
Sousse,Land,177000.0,1.0,78.1,3.15
Sousse,Apartment,300000.0,154.0,78.1,3.15
Sousse,Apartment,263000.0,110.0,78.1,3.15
Sousse,Apartment,290000.0,114.0,78.1,3.15
Sousse,Apartment,75000.0,92.0,78.1,3.15
Sousse,Apartment,195000.0,130.0,78.1,3.15
Sousse,Apartment,155000.0,63.0,78.1,3.15
Sousse,Apartment,320000.0,150.0,78.1,3.15
Sousse,Apartment,140000.0,65.0,78.1,3.15
Sousse,House,350000.0,75.0,78.1,3.15
Sousse,House,495000.0,381.0,78.1,3.15
Sousse,Land,79000.0,1.0,78.1,3.15
Sousse,House,250000.0,150.0,78.1,3.15
Sousse,House,550000.0,600.0,78.1,3.15
Sousse,House,750000.0,570.0,78.1,3.15
Sousse,Apartment,270000.0,134.0,78.1,3.15
Sousse,Unknown,140000.0,64.0,78.1,3.15
Sousse,Apartment,520000.0,170.0,78.1,3.15
Sousse,Apartment,255000.0,93.0,78.1,3.15
Sousse,Land,3204500.0,1.0,78.1,3.15
Sousse,House,100000.0,260.0,78.1,3.15
Sousse,Apartment,115000.0,50.0,78.1,3.15
Sousse,Apartment,330000.0,125.0,78.1,3.15
Sousse,House,220000.0,234.0,78.1,3.15
Sousse,Unknown,32000.0,34.0,78.1,3.15
Sousse,Apartment,115000.0,34.0,78.1,3.15
Sousse,Unknown,160000.0,93.0,78.1,3.15
Sousse,Apartment,307360.0,121.0,78.1,3.15
Sousse,Land,1165000.0,1.0,78.1,3.15
Sousse,Land,133500.0,1.0,78.1,3.15
Sousse,Unknown,25000.0,30.0,78.1,3.15
Sousse,Apartment,250000.0,170.0,78.1,3.15
Sousse,Unknown,35000.0,70.0,78.1,3.15
Sousse,Apartment,75000.0,72.0,78.1,3.15
Sousse,Apartment,450000.0,180.0,78.1,3.15
Sousse,Apartment,520000.0,161.0,78.1,3.15
Sousse,Land,221000.0,1.0,78.1,3.15
Sousse,Apartment,310000.0,84.0,78.1,3.15
Sousse,House,545000.0,341.0,78.1,3.15
Sousse,House,150000.0,116.0,78.1,3.15
Sousse,House,425000.0,473.0,78.1,3.15
Sousse,House,500000.0,500.0,78.1,3.15
Sousse,Land,1740000.0,1.0,78.1,3.15
Sousse,House,1300000.0,450.0,78.1,3.15
Sousse,Apartment,210000.0,80.0,78.1,3.15
Sousse,Apartment,300000.0,140.0,78.1,3.15
Sousse,Apartment,240000.0,118.0,78.1,3.15
Sousse,House,900000.0,700.0,78.1,3.15
Sousse,Apartment,170000.0,79.0,78.1,3.15
Sousse,House,135000.0,101.0,78.1,3.15
Sousse,Land,32500.0,1.0,78.1,3.15
Sousse,House,270000.0,218.0,78.1,3.15
Sousse,Apartment,65000.0,102.0,78.1,3.15
Sousse,Land,337500.0,1.0,78.1,3.15
Sousse,House,70000.0,260.0,78.1,3.15
Sousse,Land,889000.0,1.0,78.1,3.15
Sousse,House,1250000.0,350.0,78.1,3.15
Sousse,Land,99000.0,1.0,78.1,3.15
Sousse,Apartment,201000.0,102.0,78.1,3.15
Sousse,Apartment,355000.0,150.0,78.1,3.15
Sousse,House,107000.0,160.0,78.1,3.15
Sousse,Apartment,275000.0,145.0,78.1,3.15
Sousse,House,4300000.0,1000.0,78.1,3.15
Sousse,House,250000.0,205.0,78.1,3.15
Sousse,Unknown,100000.0,41.0,78.1,3.15
Sousse,Apartment,70000.0,86.0,78.1,3.15
Sousse,House,590000.0,525.0,78.1,3.15
Sousse,Apartment,185000.0,105.0,78.1,3.15
Sousse,House,860000.0,480.0,78.1,3.15
Sousse,Apartment,270000.0,94.0,78.1,3.15
Sousse,House,210000.0,230.0,78.1,3.15
Sousse,Apartment,249000.0,150.0,78.1,3.15
Sousse,Apartment,330000.0,143.0,78.1,3.15
Sousse,Apartment,275000.0,110.0,78.1,3.15
Sousse,House,350000.0,254.0,78.1,3.15
Sousse,Apartment,278000.0,124.0,78.1,3.15
Sousse,Apartment,200000.0,70.0,78.1,3.15
Sousse,Apartment,355000.0,137.0,78.1,3.15
Sousse,Land,63000.0,1.0,78.1,3.15
Sousse,Apartment,135000.0,500.0,78.1,3.15
Sousse,Apartment,155000.0,62.0,78.1,3.15
Sousse,House,125000.0,157.0,78.1,3.15
Sousse,House,75000.0,185.0,78.1,3.15
Sousse,Apartment,210000.0,126.0,78.1,3.15
Sousse,Apartment,270000.0,186.0,78.1,3.15
Sousse,House,950000.0,255.0,78.1,3.15
Sousse,Apartment,450000.0,139.0,78.1,3.15
Sousse,Apartment,299000.0,143.0,78.1,3.15
Sousse,Apartment,137000.0,90.0,78.1,3.15
Sousse,House,1050000.0,452.0,78.1,3.15
Sousse,House,570000.0,357.0,78.1,3.15
Sousse,Land,5463000.0,1.0,78.1,3.15
Sousse,Land,307000.0,1.0,78.1,3.15
Sousse,Land,673000.0,1.0,78.1,3.15
Sousse,Apartment,380000.0,182.0,78.1,3.15
Sousse,House,165000.0,127.0,78.1,3.15
Sousse,Land,398000.0,1.0,78.1,3.15
Sousse,Land,289600.0,1.0,78.1,3.15
Sousse,Land,429000.0,1.0,78.1,3.15
Sousse,House,50000.0,202.0,78.1,3.15
Sousse,Apartment,275000.0,115.0,78.1,3.15
Sousse,Apartment,500000.0,161.0,78.1,3.15
Sousse,Apartment,176000.0,107.0,78.1,3.15
Sousse,House,519000.0,400.0,78.1,3.15
Sousse,Land,665000.0,1.0,78.1,3.15
Sousse,Apartment,350000.0,207.0,78.1,3.15
Sousse,House,1050000.0,486.0,78.1,3.15
Sousse,House,190000.0,261.0,78.1,3.15
Sousse,Unknown,80000.0,60.0,78.1,3.15
Sousse,Apartment,215000.0,150.0,78.1,3.15
Sousse,Land,67840.0,1.0,78.1,3.15
Sousse,House,155000.0,130.0,78.1,3.15
Sousse,Apartment,155000.0,60.0,78.1,3.15
Sousse,Land,4800000.0,1.0,78.1,3.15
Sousse,Apartment,235000.0,113.0,78.1,3.15
Sousse,Apartment,168000.0,110.0,78.1,3.15
Sousse,House,500000.0,493.0,78.1,3.15
Sousse,Unknown,250000.0,252.0,78.1,3.15
Sousse,Apartment,198000.0,120.0,78.1,3.15
Sousse,Unknown,560000.0,657.0,78.1,3.15
Sousse,House,380000.0,641.0,78.1,3.15
Sousse,House,455000.0,494.0,78.1,3.15
Sousse,Land,287000.0,1.0,78.1,3.15
Sousse,Apartment,200000.0,190.0,78.1,3.15
Sousse,Apartment,220000.0,95.0,78.1,3.15
Sousse,House,145000.0,470.0,78.1,3.15
Sousse,Unknown,35000.0,28.0,78.1,3.15
Sousse,House,360000.0,480.0,78.1,3.15
Sousse,Unknown,150000.0,75.0,78.1,3.15
Sousse,House,300000.0,86.0,78.1,3.15
Sousse,Apartment,325000.0,125.0,78.1,3.15
Sousse,Apartment,198000.0,90.0,78.1,3.15
Sousse,Apartment,290000.0,145.0,78.1,3.15
Sousse,House,470000.0,350.0,78.1,3.15
Sousse,Land,495000.0,1.0,78.1,3.15
Sousse,Apartment,202000.0,105.0,78.1,3.15
Sousse,Unknown,90000.0,200.0,78.1,3.15
Sousse,House,1280000.0,590.0,78.1,3.15
Sousse,Apartment,400000.0,78.0,78.1,3.15
Sousse,House,860000.0,752.0,78.1,3.15
Sousse,Apartment,145000.0,43.0,78.1,3.15
Sousse,Land,489000.0,1.0,78.1,3.15
Sousse,Land,702000.0,1.0,78.1,3.15
Sousse,Land,31600.0,1.0,78.1,3.15
Sousse,Unknown,1800000.0,1000.0,78.1,3.15
Sousse,Land,46500.0,1.0,78.1,3.15
Sousse,Land,376000.0,1.0,78.1,3.15
Sousse,Land,78705.0,1.0,78.1,3.15
Sousse,Land,115275.0,1.0,78.1,3.15
Sousse,Apartment,94000.0,90.0,78.1,3.15
Sousse,Apartment,290000.0,235.0,78.1,3.15
Sousse,Land,292500.0,1.0,78.1,3.15
Sousse,Apartment,420000.0,210.0,78.1,3.15
Sousse,Apartment,205000.0,80.0,78.1,3.15
Sousse,House,420000.0,650.0,78.1,3.15
Sousse,Apartment,350000.0,240.0,78.1,3.15
Sousse,Apartment,250000.0,136.0,78.1,3.15
Sousse,Apartment,300000.0,230.0,78.1,3.15
Sousse,House,230000.0,263.0,78.1,3.15
Sousse,Apartment,170000.0,108.0,78.1,3.15
Sousse,Apartment,276000.0,141.0,78.1,3.15
Sousse,Apartment,175000.0,117.0,78.1,3.15
Sousse,Apartment,330000.0,240.0,78.1,3.15
Sousse,House,620000.0,530.0,78.1,3.15
Sousse,Apartment,175000.0,98.0,78.1,3.15
Sousse,Land,101340.0,1.0,78.1,3.15
Sousse,Apartment,180000.0,130.0,78.1,3.15
Sousse,Apartment,160000.0,110.0,78.1,3.15
Sousse,House,540000.0,362.0,78.1,3.15
Sousse,Unknown,90000.0,90.0,78.1,3.15
Sousse,Land,32400.0,1.0,78.1,3.15
Sousse,Apartment,55000.0,100.0,78.1,3.15
Sousse,House,150000.0,150.0,78.1,3.15
Sousse,Apartment,230000.0,144.0,78.1,3.15
Sousse,Apartment,137000.0,131.0,78.1,3.15
Sousse,Apartment,280000.0,140.0,78.1,3.15
Sousse,Apartment,201000.0,103.0,78.1,3.15
Sousse,House,420000.0,207.0,78.1,3.15
Sousse,Apartment,330000.0,110.0,78.1,3.15
Sousse,Apartment,272000.0,136.0,78.1,3.15
Sousse,Apartment,239000.0,107.0,78.1,3.15
Sousse,House,350000.0,210.0,78.1,3.15
Sousse,House,260000.0,211.0,78.1,3.15
Sousse,Apartment,70000.0,85.0,78.1,3.15
Sousse,Apartment,340000.0,148.0,78.1,3.15
Sousse,Apartment,388500.0,111.0,78.1,3.15
Sousse,Apartment,220000.0,101.0,78.1,3.15
Sousse,House,520000.0,341.0,78.1,3.15
Sousse,Apartment,105000.0,75.0,78.1,3.15
Sousse,Apartment,212000.0,104.0,78.1,3.15
Sousse,Apartment,247000.0,133.0,78.1,3.15
Sousse,Apartment,260000.0,137.0,78.1,3.15
Sousse,House,165000.0,90.0,78.1,3.15
Sousse,Apartment,285000.0,137.0,78.1,3.15
Sousse,Land,237000.0,1.0,78.1,3.15
Sousse,House,525000.0,250.0,78.1,3.15
Sousse,Apartment,300000.0,90.0,78.1,3.15
Sousse,Apartment,230000.0,120.0,78.1,3.15
Sousse,Apartment,126000.0,100.0,78.1,3.15
Sousse,Apartment,420000.0,200.0,78.1,3.15
Sousse,Land,1350000.0,1.0,78.1,3.15
Sousse,House,240000.0,260.0,78.1,3.15
Sousse,Apartment,231000.0,92.0,78.1,3.15
Sousse,Apartment,190000.0,95.0,78.1,3.15
Sousse,Apartment,350000.0,115.0,78.1,3.15
Sousse,Unknown,50000.0,28.0,78.1,3.15
Sousse,Apartment,92000.0,35.0,78.1,3.15
Sousse,Land,377000.0,1.0,78.1,3.15
Sousse,Apartment,190000.0,50.0,78.1,3.15
Sousse,Apartment,201000.0,105.0,78.1,3.15
Sousse,Apartment,339000.0,137.0,78.1,3.15
Sousse,Apartment,236000.0,87.0,78.1,3.15
Sousse,Land,790000.0,1.0,78.1,3.15
Sousse,House,500000.0,130.0,78.1,3.15
Sousse,Land,93000.0,1.0,78.1,3.15
Sousse,Apartment,332000.0,166.0,78.1,3.15
Sousse,House,350000.0,220.0,78.1,3.15
Sousse,House,170000.0,532.0,78.1,3.15
Sousse,Apartment,95000.0,90.0,78.1,3.15
Sousse,Land,590000.0,1.0,78.1,3.15
Sousse,Apartment,480000.0,220.0,78.1,3.15
Sousse,House,550000.0,341.0,78.1,3.15
Sousse,Apartment,340000.0,146.0,78.1,3.15
Sousse,Apartment,420000.0,116.0,78.1,3.15
Sousse,Apartment,265000.0,128.0,78.1,3.15
Sousse,Apartment,290000.0,156.0,78.1,3.15
Sousse,Apartment,128000.0,99.0,78.1,3.15
Sousse,Land,1440000.0,1.0,78.1,3.15
Sousse,Land,123000.0,1.0,78.1,3.15
Sousse,House,650000.0,284.0,78.1,3.15
Sousse,House,280000.0,110.0,78.1,3.15
Sousse,House,35000.0,94.0,78.1,3.15
Sousse,House,500000.0,318.0,78.1,3.15
Sousse,House,270000.0,240.0,78.1,3.15
Sousse,Apartment,145000.0,38.0,78.1,3.15
Sousse,House,380000.0,226.0,78.1,3.15
Sousse,Apartment,445000.0,170.0,78.1,3.15
Sousse,Apartment,400000.0,192.0,78.1,3.15
Sousse,Apartment,185000.0,136.0,78.1,3.15
Sousse,Apartment,85000.0,81.0,78.1,3.15
Sousse,Apartment,225000.0,79.0,78.1,3.15
Sousse,Apartment,185000.0,90.0,78.1,3.15
Sousse,Land,812000.0,1.0,78.1,3.15
Sousse,Apartment,208000.0,93.0,78.1,3.15
Sousse,Land,618000.0,1.0,78.1,3.15
Sousse,House,320000.0,296.0,78.1,3.15
Sousse,House,950000.0,532.0,78.1,3.15
Sousse,Land,178000.0,1.0,78.1,3.15
Sousse,House,850000.0,800.0,78.1,3.15
Sousse,Apartment,195000.0,70.0,78.1,3.15
Sousse,Land,717000.0,1.0,78.1,3.15
Sousse,Apartment,267000.0,127.0,78.1,3.15
Sousse,Apartment,378000.0,172.0,78.1,3.15
Sousse,Apartment,75000.0,85.0,78.1,3.15
Sousse,House,710000.0,557.0,78.1,3.15
Sousse,Apartment,175000.0,150.0,78.1,3.15
Sousse,House,310000.0,230.0,78.1,3.15
Sousse,Apartment,208000.0,114.0,78.1,3.15
Sousse,Apartment,122000.0,145.0,78.1,3.15
Sousse,Apartment,200000.0,123.0,78.1,3.15
Sousse,Land,335000.0,1.0,78.1,3.15
Sousse,House,980000.0,810.0,78.1,3.15
Sousse,Apartment,280000.0,89.0,78.1,3.15
Sousse,Unknown,110000.0,44.0,78.1,3.15
Sousse,Land,840000.0,1.0,78.1,3.15
Sousse,Apartment,108000.0,77.0,78.1,3.15
Sousse,Apartment,90000.0,85.0,78.1,3.15
Sousse,House,800000.0,231.0,78.1,3.15
Sousse,Apartment,205000.0,110.0,78.1,3.15
Sousse,Apartment,324000.0,147.0,78.1,3.15
Sousse,Apartment,380000.0,157.0,78.1,3.15
Sousse,Apartment,222000.0,115.0,78.1,3.15
Sousse,Apartment,392000.0,155.0,78.1,3.15
Sousse,Apartment,170000.0,71.0,78.1,3.15
Sousse,House,165000.0,130.0,78.1,3.15
Sousse,Apartment,275000.0,141.0,78.1,3.15
Sousse,House,130000.0,109.0,78.1,3.15
Sousse,Land,94080.0,1.0,78.1,3.15
Sousse,Apartment,255000.0,91.0,78.1,3.15
Sousse,Land,176000.0,1.0,78.1,3.15
Sousse,Apartment,88000.0,80.0,78.1,3.15
